patch_id,city_code,patch_idx,centroid_lat,centroid_lon,minx_utm,miny_utm,maxx_utm,maxy_utm,crs_utm,n_segments,n_intersections,n_nodes_in_patch,n_components,n_nodes_largest,largest_fraction,entropy_raw,entropy_normalised,entropy_weighted_raw,entropy_weighted_norm,phi,n_edges_used,n_nodes_used,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_edge_length,total_edge_length,circuity
medellin_0327,medellin,327,6.27772,-75.546199,439182.85,693536.01,439982.85,694336.01,EPSG:32618,532,181,181,8,174,0.9613,3.127762,0.872819,3.154914,0.880395,0.371823,458,174,107,35,0.109195,0.614943,0.201149,55.04,12604.83,1.06151
brasilia_0890,brasilia,890,-15.817444,-48.011246,177003.82,8248545.62,177803.82,8249345.62,EPSG:32723,342,104,104,6,97,0.9327,2.913916,0.813144,2.853321,0.796234,0.516626,258,97,53,17,0.113402,0.546392,0.175258,62.82,8229.79,1.137264
ghent_0021,ghent,21,51.029284,3.642495,544655.01,5652877.84,545455.01,5653677.84,EPSG:32631,148,45,45,4,39,0.8667,3.036646,0.847392,2.61597,0.73,0.435837,86,39,16,11,0.051282,0.410256,0.282051,116.63,5248.18,1.376559
warsaw_0529,warsaw,529,52.274549,21.070021,504377.48,5791177.34,505177.48,5791977.34,EPSG:32634,556,186,186,6,176,0.9462,3.088474,0.861855,2.970145,0.828835,0.399847,450,176,97,38,0.102273,0.551136,0.215909,47.3,10642.4,1.039133
vienna_0406,vienna,406,48.16652,16.413313,604685.9,5335374.32,605485.9,5336174.32,EPSG:32633,1454,451,451,9,405,0.898,2.964652,0.827302,3.046035,0.850012,0.483985,1196,405,230,48,0.244444,0.567901,0.118519,34.82,20822.12,1.062093
bucharest_0150,bucharest,150,44.406126,26.073256,425807.74,4916999.54,426607.74,4917799.54,EPSG:32635,968,321,321,2,307,0.9564,3.129188,0.873216,3.126599,0.872494,0.370794,818,307,185,50,0.114007,0.602606,0.162866,44.64,18347.17,1.060418
phoenix_0007,phoenix,7,33.421745,-112.28877,379780.48,3698385.52,380580.48,3699185.52,EPSG:32612,146,48,48,1,48,1.0,3.049557,0.850995,3.04464,0.849623,0.426976,116,48,31,11,0.0,0.645833,0.229167,82.71,4797.34,1.159475
hanoi_3967,hanoi,3967,20.981298,105.874996,590551.27,2319926.51,591351.27,2320726.51,EPSG:32648,554,216,216,8,201,0.9306,3.052648,0.851858,3.089621,0.862175,0.424844,442,201,88,81,0.084577,0.437811,0.402985,49.36,11006.9,1.065567
hanoi_4363,hanoi,4363,20.800404,105.912382,594551.27,2299926.51,595351.27,2300726.51,EPSG:32648,184,66,66,6,60,0.9091,3.04583,0.849955,3.033748,0.846583,0.429541,144,60,30,18,0.1,0.5,0.3,71.26,5130.67,1.036054
adelaide_1046,adelaide,1046,-34.879935,138.634329,283392.29,6137318.26,284192.29,6138118.26,EPSG:32754,424,129,129,4,126,0.9767,2.962535,0.826711,2.593637,0.723768,0.485369,342,126,74,20,0.142857,0.587302,0.15873,52.41,8962.17,1.042035
hanoi_3693,hanoi,3693,21.024781,105.852155,588151.27,2324726.51,588951.27,2325526.51,EPSG:32648,1690,507,507,4,501,0.9882,2.996331,0.836142,2.729204,0.761599,0.463064,1520,501,308,34,0.237525,0.61477,0.067864,30.22,22970.67,1.023823
bengaluru_0177,bengaluru,177,13.049228,77.516713,772541.21,1443533.77,773341.21,1444333.77,EPSG:32643,852,274,274,5,269,0.9818,2.97247,0.829483,2.894483,0.807721,0.478861,734,269,164,40,0.133829,0.609665,0.148699,54.8,20113.31,1.021317
lasvegas_1016,lasvegas,1016,36.151099,-115.064999,673673.93,4002042.16,674473.93,4002842.16,EPSG:32611,310,104,104,2,103,0.9904,2.975039,0.8302,2.978022,0.831033,0.477172,248,103,58,30,0.067961,0.563107,0.291262,79.02,9798.84,1.043745
tashkent_0639,tashkent,639,41.320192,69.36677,530296.16,4573967.22,531096.16,4574767.22,EPSG:32642,348,107,107,4,99,0.9252,2.963273,0.826917,2.954891,0.824578,0.484887,254,99,51,16,0.111111,0.515152,0.161616,87.01,11224.86,1.066014
houston_0546,houston,546,29.775144,-95.427904,264872.3,3295940.6,265672.3,3296740.6,EPSG:32615,706,239,239,6,221,0.9247,3.050366,0.851221,3.0742,0.857872,0.426419,590,221,111,49,0.190045,0.502262,0.221719,46.73,13878.18,1.074919
sapporo_0636,sapporo,636,43.023347,141.446668,535993.42,4763104.24,536793.42,4763904.24,EPSG:32654,482,149,149,6,139,0.9329,3.122719,0.871411,3.149209,0.878803,0.375456,336,139,54,37,0.136691,0.388489,0.266187,52.03,8844.38,1.024359
chennai_0171,chennai,171,12.928235,80.203616,413211.76,1428933.9,414011.76,1429733.9,EPSG:32644,506,196,196,7,189,0.9643,2.978249,0.831096,2.906363,0.811036,0.475057,442,189,104,58,0.047619,0.550265,0.306878,64.58,14273.21,1.054287
hanoi_2834,hanoi,2834,21.220263,105.783897,580951.27,2346326.51,581751.27,2347126.51,EPSG:32648,138,46,46,4,41,0.8913,2.991743,0.834862,3.042693,0.84908,0.46612,108,41,19,9,0.170732,0.463415,0.219512,76.15,4264.24,1.088429
bogota_0611,bogota,611,4.689553,-74.038843,606201.98,518021.2,607001.98,518821.2,EPSG:32618,822,243,243,1,243,1.0,3.122128,0.871246,3.034884,0.846901,0.375881,698,243,107,39,0.296296,0.440329,0.160494,50.55,17642.86,1.038242
bangkok_0263,bangkok,263,13.726675,100.406017,651628.23,1517540.91,652428.23,1518340.91,EPSG:32647,438,182,182,4,175,0.9615,2.944902,0.821791,2.980604,0.831753,0.496818,386,175,73,74,0.108571,0.417143,0.422857,50.52,9851.09,1.030161
verona_0831,verona,831,45.312178,10.85823,645259.24,5018909.99,646059.24,5019709.99,EPSG:32632,122,40,40,3,37,0.925,2.976521,0.830614,2.593686,0.723782,0.476196,90,37,19,8,0.081081,0.513514,0.216216,46.96,2207.01,1.038304
phoenix_1224,phoenix,1224,33.38087,-112.030158,403780.48,3693585.52,404580.48,3694385.52,EPSG:32612,1638,525,525,4,522,0.9943,2.948533,0.822804,2.997431,0.836449,0.494471,1516,522,288,70,0.235632,0.551724,0.1341,30.35,23129.69,1.075763
tashkent_0060,tashkent,60,41.34226,69.175655,514296.16,4576367.22,515096.16,4577167.22,EPSG:32642,1026,343,343,1,343,1.0,2.92926,0.817425,3.018155,0.842232,0.506868,932,343,221,54,0.107872,0.644315,0.157434,38.28,17913.03,1.024745
cologne_0529,cologne,529,50.877414,7.071717,363942.11,5637564.25,364742.11,5638364.25,EPSG:32632,420,156,156,15,135,0.8654,3.036894,0.847461,3.015541,0.841503,0.435668,336,135,87,30,0.037037,0.644444,0.222222,46.62,7925.92,1.048519
budapest_0685,budapest,685,47.4173,19.201703,363953.39,5252706.49,364753.39,5253506.49,EPSG:32634,302,82,82,2,81,0.9878,2.923404,0.815791,2.860208,0.798156,0.510604,220,81,42,8,0.148148,0.518519,0.098765,75.73,8330.01,1.019631
bengaluru_1043,bengaluru,1043,13.018388,77.708043,793341.21,1440333.77,794141.21,1441133.77,EPSG:32643,596,235,235,13,222,0.9447,3.064174,0.855074,3.069675,0.856609,0.41686,492,222,100,86,0.076577,0.45045,0.387387,55.83,13734.04,1.029374
istanbul_1241,istanbul,1241,41.129226,28.455576,621778.59,4553723.45,622578.59,4554523.45,EPSG:32635,136,45,45,5,41,0.9111,3.0355,0.847072,2.90615,0.810977,0.436621,88,41,15,16,0.097561,0.365854,0.390244,137.37,6319.13,1.080451
sofia_0188,sofia,188,42.68149,23.295596,687677.94,4727600.69,688477.94,4728400.69,EPSG:32634,3006,1020,1020,10,993,0.9735,2.984913,0.832956,3.055154,0.852557,0.470653,2770,993,529,197,0.21148,0.532729,0.198389,23.98,33357.86,1.025435
tehran_0478,tehran,478,35.629859,51.385212,534479.81,3942564.0,535279.81,3943364.0,EPSG:32639,586,171,171,1,171,1.0,3.105312,0.866554,3.076823,0.858604,0.387915,482,171,92,20,0.19883,0.538012,0.116959,61.9,14917.94,1.027789
casablanca_0103,casablanca,103,33.566848,-7.649202,624977.38,3714547.87,625777.38,3715347.87,EPSG:32629,572,167,167,5,156,0.9341,2.975794,0.830411,2.908154,0.811536,0.476674,436,156,89,14,0.160256,0.570513,0.089744,61.89,13616.12,1.061853
vienna_0260,vienna,260,48.203273,16.349721,599885.9,5339374.32,600685.9,5340174.32,EPSG:32633,826,279,279,3,277,0.9928,2.97119,0.829126,2.766823,0.772097,0.479702,718,277,144,64,0.151625,0.519856,0.231047,42.11,15116.57,1.026385
minsk_0289,minsk,289,53.942797,27.592318,538479.19,5976919.78,539279.19,5977719.78,EPSG:32635,790,240,240,7,231,0.9625,2.941979,0.820975,2.878157,0.803165,0.498704,634,231,104,46,0.246753,0.450216,0.199134,47.7,15119.83,1.032142
istanbul_1351,istanbul,1351,41.171962,28.494669,624978.59,4558523.45,625778.59,4559323.45,EPSG:32635,158,53,53,3,51,0.9623,2.969362,0.828616,2.893936,0.807568,0.480901,148,51,39,5,0.117647,0.764706,0.098039,61.36,4540.31,1.153469
tashkent_0858,tashkent,858,41.290945,69.481259,539896.16,4570767.22,540696.16,4571567.22,EPSG:32642,146,43,43,3,40,0.9302,3.034871,0.846897,2.8572,0.797317,0.437051,98,40,22,8,0.05,0.55,0.2,85.12,4171.09,1.030925
rotterdam_0114,rotterdam,114,51.873002,4.501702,602981.37,5747579.19,603781.37,5748379.19,EPSG:32631,876,283,283,5,277,0.9788,3.103748,0.866117,3.170553,0.88476,0.389028,774,277,183,32,0.119134,0.66065,0.115523,48.79,19173.36,1.047436
quito_0415,quito,415,-0.367968,-78.503064,777529.29,9958889.57,778329.29,9959689.57,EPSG:32717,156,58,58,3,51,0.8793,3.103708,0.866106,3.16251,0.882515,0.389057,108,51,24,18,0.0,0.470588,0.352941,74.3,4012.25,1.060552
hanoi_4330,hanoi,4330,21.176281,105.906962,593751.27,2341526.51,594551.27,2342326.51,EPSG:32648,324,117,117,4,114,0.9744,3.0661,0.855611,3.039044,0.848061,0.415521,264,114,53,37,0.087719,0.464912,0.324561,68.09,8987.62,1.021216
minneapolis_0080,minneapolis,80,45.059972,-93.393465,468621.29,4989287.85,469421.29,4990087.85,EPSG:32615,306,91,91,3,88,0.967,3.126217,0.872388,2.897978,0.808696,0.372937,250,88,40,13,0.272727,0.454545,0.147727,85.67,10880.43,1.065506
hanoi_1693,hanoi,1693,21.105084,105.675456,569751.27,2333526.51,570551.27,2334326.51,EPSG:32648,96,30,30,1,30,1.0,2.933488,0.818606,2.740501,0.764752,0.504161,62,30,11,11,0.033333,0.366667,0.366667,122.26,3790.12,1.009291
kyiv_0211,kyiv,211,50.40073,30.404432,315145.8,5586007.52,315945.8,5586807.52,EPSG:32636,284,84,84,2,82,0.9762,2.934197,0.818803,2.76112,0.770505,0.503707,238,82,36,11,0.280488,0.439024,0.134146,41.33,4917.97,1.082401
warsaw_0379,warsaw,379,52.231413,21.023098,501177.48,5786377.34,501977.48,5787177.34,EPSG:32634,2180,765,765,6,760,0.9935,3.088092,0.861748,3.099313,0.86488,0.400117,1982,760,426,181,0.138158,0.560526,0.238158,26.48,26346.34,1.042945
minsk_0330,minsk,330,53.935485,27.616587,540079.19,5976119.78,540879.19,5976919.78,EPSG:32635,1202,369,369,4,363,0.9837,3.074474,0.857948,3.059521,0.853776,0.409678,1056,363,199,49,0.220386,0.548209,0.134986,37.86,20067.38,1.028336
prague_0297,prague,297,50.097614,14.417936,457969.82,5549246.15,458769.82,5550046.15,EPSG:32633,482,155,155,8,139,0.8968,3.091296,0.862643,2.813018,0.784988,0.397855,356,139,65,31,0.158273,0.467626,0.223022,38.67,6959.95,1.053189
cologne_0261,cologne,261,50.961555,6.942912,355142.11,5647164.25,355942.11,5647964.25,EPSG:32632,954,355,355,6,348,0.9803,3.125832,0.87228,3.09367,0.863305,0.373215,844,348,208,95,0.051724,0.597701,0.272989,35.21,14927.46,1.069093
kyoto_0183,kyoto,183,35.021864,135.687199,562291.91,3875283.52,563091.91,3876083.52,EPSG:32653,820,290,290,5,282,0.9724,3.086355,0.861264,3.17728,0.886637,0.401341,730,282,178,57,0.08156,0.631206,0.202128,46.74,17153.62,1.111501
hanoi_3140,hanoi,3140,21.256292,105.807218,583351.27,2350326.51,584151.27,2351126.51,EPSG:32648,120,38,38,1,38,1.0,2.969106,0.828545,2.904263,0.81045,0.481069,82,38,14,12,0.052632,0.368421,0.315789,121.22,4969.89,1.037346
munich_0491,munich,491,48.098124,11.685866,699565.47,5330296.0,700365.47,5331096.0,EPSG:32632,388,145,145,1,145,1.0,3.027419,0.844817,3.124154,0.871812,0.442128,330,145,75,47,0.041379,0.517241,0.324138,41.42,6833.52,1.011816
minsk_0165,minsk,165,53.84242,27.530107,534479.19,5965719.78,535279.19,5966519.78,EPSG:32635,1782,570,570,4,566,0.993,2.94565,0.821999,2.995003,0.835772,0.496335,1642,566,346,75,0.212014,0.611307,0.132509,34.52,28412.53,1.067854
quito_0325,quito,325,-0.2812,-78.517451,775929.29,9968489.57,776729.29,9969289.57,EPSG:32717,294,94,94,2,91,0.9681,2.995283,0.83585,2.802084,0.781936,0.463763,224,91,39,21,0.131868,0.428571,0.230769,73.62,8245.83,1.041302
bengaluru_0872,bengaluru,872,12.896074,77.655153,787741.21,1426733.77,788541.21,1427533.77,EPSG:32643,396,147,147,6,139,0.9456,2.964785,0.827339,3.014927,0.841331,0.483898,312,139,64,47,0.064748,0.460432,0.338129,64.95,10262.61,1.06159
fez_0100,fez,100,34.018286,-4.995415,315353.18,3765578.89,316153.18,3766378.89,EPSG:32630,420,135,135,2,134,0.9926,3.004564,0.83844,2.999945,0.83715,0.457558,338,134,87,20,0.014925,0.649254,0.149254,74.17,12683.35,1.043158
barcelona_0050,barcelona,50,41.382965,2.132972,427104.94,4581233.89,427904.94,4582033.89,EPSG:32631,2956,841,841,1,841,1.0,2.933976,0.818742,2.814026,0.785269,0.503848,2722,841,438,30,0.372176,0.520809,0.035672,26.44,35982.87,1.009567
bangkok_1896,bangkok,1896,13.811055,100.776495,691628.23,1527140.91,692428.23,1527940.91,EPSG:32647,262,107,107,7,99,0.9252,2.951635,0.823669,2.88225,0.804307,0.492462,210,99,42,40,0.050505,0.424242,0.40404,66.52,6984.42,1.029033
cleveland_0376,cleveland,376,41.509927,-81.62423,447507.88,4595154.41,448307.88,4595954.41,EPSG:32617,1290,390,390,5,385,0.9872,2.991195,0.834709,2.960685,0.826195,0.466484,1108,385,187,50,0.267532,0.485714,0.12987,41.0,23122.84,1.036538
chandigarh_0153,chandigarh,153,30.772926,76.811325,672942.34,3405438.99,673742.34,3406238.99,EPSG:32643,208,79,79,4,76,0.962,3.04259,0.849051,3.086776,0.861381,0.431766,186,76,48,18,0.026316,0.631579,0.236842,73.0,6789.05,1.069631
caracas_0148,caracas,148,10.514061,-66.913264,727975.78,1162608.87,728775.78,1163408.87,EPSG:32619,362,123,123,5,118,0.9593,3.001392,0.837554,2.972515,0.829496,0.459683,278,118,54,33,0.09322,0.457627,0.279661,70.1,9884.17,1.049427
brasilia_1015,brasilia,1015,-16.020087,-47.984392,180203.82,8226145.62,181003.82,8226945.62,EPSG:32723,230,68,68,2,63,0.9265,3.103997,0.866187,2.751637,0.767859,0.388851,156,63,38,10,0.031746,0.603175,0.15873,77.72,6373.45,1.036452
hanoi_4068,hanoi,4068,21.06799,105.883202,591351.27,2329526.51,592151.27,2330326.51,EPSG:32648,882,283,283,6,256,0.9046,2.93425,0.818818,3.026912,0.844676,0.503672,688,256,140,48,0.164062,0.546875,0.1875,49.87,17154.0,1.074865
bangkok_1287,bangkok,1287,13.927723,100.63673,676428.23,1539940.91,677228.23,1540740.91,EPSG:32647,352,137,137,6,115,0.8394,3.08981,0.862228,2.858596,0.797706,0.398904,250,115,57,45,0.034783,0.495652,0.391304,53.98,6746.89,1.042001
fez_0007,fez,7,34.017142,-5.064689,308953.18,3765578.89,309753.18,3766378.89,EPSG:32630,476,146,146,5,136,0.9315,2.994488,0.835628,2.986374,0.833364,0.464293,388,136,93,9,0.117647,0.683824,0.066176,50.57,9810.53,1.093715
kyiv_0919,kyiv,919,50.534927,30.622881,331145.8,5600407.52,331945.8,5601207.52,EPSG:32636,218,65,65,2,64,0.9846,3.07987,0.859454,2.551654,0.712053,0.405899,182,64,34,2,0.171875,0.53125,0.03125,41.31,3759.24,1.116013
cologne_0254,cologne,254,50.911229,6.945132,355142.11,5641564.25,355942.11,5642364.25,EPSG:32632,786,267,267,3,262,0.9813,3.08975,0.862211,3.120188,0.870705,0.398947,674,262,161,51,0.072519,0.614504,0.194656,43.0,14575.59,1.03206
bengaluru_0467,bengaluru,467,13.070328,77.575908,778941.21,1445933.77,779741.21,1446733.77,EPSG:32643,420,151,151,8,140,0.9272,2.987301,0.833622,2.910749,0.81226,0.46907,338,140,72,40,0.092857,0.514286,0.285714,66.2,11186.97,1.024191
casablanca_0048,casablanca,48,33.516631,-7.675824,622577.38,3708947.87,623377.38,3709747.87,EPSG:32629,336,99,99,3,96,0.9697,2.929,0.817353,2.856286,0.797062,0.507034,276,96,59,6,0.166667,0.614583,0.0625,64.74,9063.78,1.045451
sapporo_0525,sapporo,525,43.117143,141.408015,532793.42,4773504.24,533593.42,4774304.24,EPSG:32654,468,131,131,4,123,0.9389,2.933404,0.818582,2.770891,0.773232,0.504215,356,123,57,14,0.260163,0.463415,0.113821,56.84,10118.31,1.055481
verona_2659,verona,2659,45.190677,11.210717,673259.24,5006109.99,674059.24,5006909.99,EPSG:32632,520,173,173,5,168,0.9711,3.017653,0.842092,3.039293,0.848131,0.448749,458,168,109,31,0.130952,0.64881,0.184524,40.68,9316.78,1.055721
minneapolis_0690,minneapolis,690,45.010098,-93.17993,485421.29,4983687.85,486221.29,4984487.85,EPSG:32615,880,272,272,6,265,0.9743,2.944656,0.821722,3.127964,0.872875,0.496977,746,265,149,37,0.196226,0.562264,0.139623,44.58,16806.05,1.10566
sapporo_0362,sapporo,362,43.030862,141.358344,528793.42,4763904.24,529593.42,4764704.24,EPSG:32654,1454,436,436,1,436,1.0,3.10679,0.866966,3.066066,0.855602,0.386862,1312,436,238,32,0.268349,0.545872,0.073394,39.25,25746.83,1.057245
hanoi_2797,hanoi,2797,20.945608,105.782458,580951.27,2315926.51,581751.27,2316726.51,EPSG:32648,132,39,39,3,32,0.8205,2.952259,0.823844,2.946568,0.822255,0.492057,82,32,22,6,0.03125,0.6875,0.1875,105.26,4315.63,1.372408
bangkok_0968,bangkok,968,13.718369,100.583492,670828.23,1516740.91,671628.23,1517540.91,EPSG:32647,314,111,111,4,108,0.973,2.932949,0.818455,2.731002,0.762101,0.504507,264,108,53,29,0.12037,0.490741,0.268519,68.2,9275.81,1.147128
thessaloniki_1232,thessaloniki,1232,40.542081,22.993107,668383.42,4489434.41,669183.42,4490234.41,EPSG:32634,298,100,100,8,90,0.9,3.057942,0.853335,2.876277,0.802641,0.421184,236,90,46,18,0.155556,0.511111,0.2,72.12,8510.05,1.061581
warsaw_0167,warsaw,167,52.224213,20.952823,496377.48,5785577.34,497177.48,5786377.34,EPSG:32634,2240,854,854,6,845,0.9895,3.088793,0.861944,3.08051,0.859633,0.399622,2124,845,442,258,0.143195,0.523077,0.305325,21.17,22526.29,1.041403
thessaloniki_1189,thessaloniki,1189,40.657488,22.987076,667583.42,4502234.41,668383.42,4503034.41,EPSG:32634,478,152,152,2,151,0.9934,3.053579,0.852117,3.013132,0.84083,0.424201,420,151,100,17,0.10596,0.662252,0.112583,61.29,12870.95,1.017499
brasilia_0776,brasilia,776,-15.831576,-48.033842,174603.82,8246945.62,175403.82,8247745.62,EPSG:32723,546,183,183,4,179,0.9781,3.042982,0.84916,3.092491,0.862976,0.431498,472,179,126,28,0.044693,0.703911,0.156425,47.34,11173.0,1.073508
houston_1475,houston,1475,29.627136,-95.226095,284072.3,3279140.6,284872.3,3279940.6,EPSG:32615,992,309,309,3,307,0.9935,3.069884,0.856667,3.093089,0.863143,0.412885,898,307,205,29,0.172638,0.667752,0.094463,42.33,19092.17,1.055862
sofia_0350,sofia,350,42.716091,23.365257,693277.94,4731600.69,694077.94,4732400.69,EPSG:32634,378,116,116,5,105,0.9052,3.065832,0.855537,3.119928,0.870632,0.415707,300,105,65,11,0.171429,0.619048,0.104762,65.28,9791.71,1.052943
bengaluru_0728,bengaluru,728,12.910824,77.625838,784541.21,1428333.77,785341.21,1429133.77,EPSG:32643,692,270,270,13,231,0.8556,3.1116,0.868309,3.083219,0.860389,0.383429,520,231,125,79,0.021645,0.541126,0.341991,56.01,14674.98,1.041359
kyiv_0143,kyiv,143,50.421534,30.369504,312745.8,5588407.52,313545.8,5589207.52,EPSG:32636,938,343,343,7,333,0.9708,3.108433,0.867425,3.063951,0.855012,0.38569,852,333,191,78,0.105105,0.573574,0.234234,31.04,13222.82,1.040664
hanoi_1931,hanoi,1931,20.7291,105.704507,572951.27,2291926.51,573751.27,2292726.51,EPSG:32648,156,47,47,1,47,1.0,3.110602,0.86803,3.09756,0.864391,0.384142,124,47,30,4,0.042553,0.638298,0.085106,86.06,5336.01,1.039524
cairo_1845,cairo,1845,30.021003,31.732194,377343.78,3321389.41,378143.78,3322189.41,EPSG:32636,202,63,63,2,62,0.9841,3.055819,0.852743,2.948842,0.82289,0.422653,152,62,37,9,0.0,0.596774,0.145161,77.24,5870.33,1.044095
adelaide_1178,adelaide,1178,-34.757736,138.655299,284992.29,6150918.26,285792.29,6151718.26,EPSG:32754,698,244,244,10,210,0.8607,3.001266,0.837519,2.995612,0.835942,0.459767,536,210,101,55,0.166667,0.480952,0.261905,39.63,10700.01,1.065318
toronto_0433,toronto,433,43.717677,-79.376006,630418.93,4841398.1,631218.93,4842198.1,EPSG:32617,878,295,295,5,287,0.9729,2.931702,0.818107,2.869282,0.800688,0.505305,756,287,154,63,0.163763,0.536585,0.219512,48.84,18754.79,1.120201
hanoi_2074,hanoi,2074,20.757949,105.72001,574551.27,2295126.51,575351.27,2295926.51,EPSG:32648,94,33,33,1,33,1.0,3.017054,0.841925,2.908043,0.811505,0.449153,70,33,14,10,0.0,0.424242,0.30303,116.08,4062.77,1.022127
tashkent_0585,tashkent,585,41.255396,69.347308,528696.16,4566767.22,529496.16,4567567.22,EPSG:32642,376,130,130,8,123,0.9462,2.982598,0.83231,2.899037,0.808992,0.472185,290,123,58,38,0.097561,0.471545,0.308943,56.92,8253.4,1.040228
adelaide_0989,adelaide,989,-34.901388,138.624959,282592.29,6134918.26,283392.29,6135718.26,EPSG:32754,1092,311,311,3,307,0.9871,3.071,0.856979,2.487546,0.694163,0.412106,958,307,173,13,0.299674,0.563518,0.042345,30.5,14609.76,1.041558
orlando_0433,orlando,433,28.615922,-81.420689,458474.2,3165106.54,459274.2,3165906.54,EPSG:32617,290,97,97,6,92,0.9485,3.070131,0.856736,2.983433,0.832543,0.412712,244,92,50,19,0.163043,0.543478,0.206522,60.17,7461.67,1.111629
quito_0192,quito,192,-0.310131,-78.546176,772729.29,9965289.57,773529.29,9966089.57,EPSG:32717,636,199,199,6,191,0.9598,2.995744,0.835978,2.872961,0.801715,0.463455,520,191,113,28,0.13089,0.591623,0.146597,56.07,14577.62,1.037541
lasvegas_1011,lasvegas,1011,36.115057,-115.065884,673673.93,3998042.16,674473.93,3998842.16,EPSG:32611,958,318,318,5,310,0.9748,3.11168,0.868331,3.014734,0.841277,0.383371,850,310,143,74,0.254839,0.46129,0.23871,38.43,16332.62,1.065897
istanbul_1399,istanbul,1399,41.013225,28.510102,626578.59,4540923.45,627378.59,4541723.45,EPSG:32635,88,30,30,3,27,0.9,3.004085,0.838306,3.082072,0.860069,0.457879,54,27,9,11,0.037037,0.333333,0.407407,124.29,3355.75,1.062144
medellin_0202,medellin,202,6.205307,-75.589511,434382.85,685536.01,435182.85,686336.01,EPSG:32618,728,209,209,2,207,0.9904,3.109878,0.867828,2.986508,0.833401,0.384659,608,207,104,17,0.246377,0.502415,0.082126,54.21,16589.33,1.16635
phoenix_0315,phoenix,315,33.379733,-112.159149,391780.48,3693585.52,392580.48,3694385.52,EPSG:32612,326,109,109,6,100,0.9174,3.039095,0.848076,3.061384,0.854295,0.434162,244,100,53,25,0.08,0.53,0.25,73.89,9015.06,1.125081
orlando_0631,orlando,631,28.507749,-81.371209,463274.2,3153106.54,464074.2,3153906.54,EPSG:32617,646,203,203,9,178,0.8768,2.943532,0.821408,2.851119,0.79562,0.497703,502,178,92,24,0.219101,0.516854,0.134831,37.24,9346.32,1.036357
birmingham_0152,birmingham,152,52.456973,-1.908661,573754.58,5812025.97,574554.58,5812825.97,EPSG:32630,660,228,228,2,227,0.9956,3.082243,0.860116,3.086961,0.861433,0.404233,594,227,108,56,0.198238,0.475771,0.246696,43.64,13136.36,1.069943
warsaw_0463,warsaw,463,52.324907,21.046623,502777.48,5796777.34,503577.48,5797577.34,EPSG:32634,570,198,198,7,179,0.904,3.08527,0.860961,2.741148,0.764932,0.402104,478,179,85,42,0.217877,0.47486,0.234637,44.84,10805.72,1.097939
cologne_0119,cologne,119,50.93897,6.886971,351142.11,5644764.25,351942.11,5645564.25,EPSG:32632,916,345,345,7,337,0.9768,3.07206,0.857275,3.07211,0.857289,0.411366,832,337,187,97,0.10089,0.554896,0.287834,34.41,14315.29,1.072592
budapest_0396,budapest,396,47.465949,19.093885,355953.39,5258306.49,356753.39,5259106.49,EPSG:32634,174,59,59,3,50,0.8475,3.106338,0.86684,2.994374,0.835596,0.387184,114,50,27,13,0.0,0.54,0.26,74.33,4237.02,1.061036
caracas_0043,caracas,43,10.463824,-66.972046,721575.78,1157008.87,722375.78,1157808.87,EPSG:32619,202,63,63,3,61,0.9683,3.083642,0.860507,2.958953,0.825711,0.40325,166,61,33,8,0.163934,0.540984,0.131148,57.41,5109.44,1.130294
minsk_0306,minsk,306,53.906787,27.603986,539279.19,5972919.78,540079.19,5973719.78,EPSG:32635,1136,393,393,13,318,0.8092,3.091989,0.862836,3.148505,0.878607,0.397366,806,318,167,85,0.138365,0.525157,0.267296,43.45,17596.56,1.131569
brasilia_0807,brasilia,807,-15.867792,-48.02692,175403.82,8242945.62,176203.82,8243745.62,EPSG:32723,610,193,193,3,185,0.9585,3.112662,0.868605,3.141312,0.8766,0.382669,494,185,131,24,0.048649,0.708108,0.12973,57.23,14251.27,1.087793
brasilia_0034,brasilia,34,-15.937199,-48.22206,154603.82,8234945.62,155403.82,8235745.62,EPSG:32723,104,32,32,2,31,0.9688,2.913592,0.813053,2.784122,0.776924,0.516831,72,31,12,8,0.096774,0.387097,0.258065,105.77,3807.79,1.03331
bucharest_0058,bucharest,58,44.492121,26.021586,421807.74,4926599.54,422607.74,4927399.54,EPSG:32635,358,98,98,3,95,0.9694,3.121281,0.87101,2.906568,0.811093,0.37649,260,95,54,9,0.115789,0.568421,0.094737,77.23,10039.46,1.012947
tehran_0311,tehran,311,35.774301,51.323949,528879.81,3958564.0,529679.81,3959364.0,EPSG:32639,530,169,169,4,166,0.9822,3.015898,0.841602,2.972662,0.829537,0.449934,444,166,98,26,0.120482,0.590361,0.156627,70.2,15584.7,1.039013
istanbul_2584,istanbul,2584,41.037042,28.853261,655378.59,4544123.45,656178.59,4544923.45,EPSG:32635,964,299,299,2,293,0.9799,3.086359,0.861265,3.125485,0.872183,0.401338,816,293,184,33,0.136519,0.627986,0.112628,47.17,19338.61,1.021504
casablanca_0078,casablanca,78,33.509232,-7.658711,624177.38,3708147.87,624977.38,3708947.87,EPSG:32629,442,139,139,2,136,0.9784,3.019687,0.84266,3.086056,0.86118,0.447373,388,136,102,10,0.088235,0.75,0.073529,51.99,10085.53,1.040434
